Longitude,Latitude,UHI Index
-73.94932167,40.77342667,0.9882931
-73.98251167,40.77396333,0.9806421
-73.94351667,40.77660833,0.9743513
-73.95702833,40.79038833,0.9771758
-73.96737333,40.806175,0.98119545
-73.95818167,40.78188,0.9826309
-73.94980333,40.816245,0.9790028
-73.91806833,40.83678667,0.98253495
-73.95192833,40.77375833,0.98368603
-73.95868167,40.79000333,0.9770068
-73.96004167,40.773365,0.98216087
-73.89871333,40.806685,0.97436
-73.92465667,40.843095,0.98110867
-73.98121,40.76888333,0.9798793
-73.954495,40.78656667,0.97528815
-73.95993833,40.77355667,0.982641
-73.97859167,40.790915,0.9788731
-73.95254167,40.76849333,0.9802644
-73.97175333,40.79723333,0.98345375
-73.96372167,40.79215333,0.97489077
-73.95286,40.78659167,0.9812557
-73.961075,40.75933833,0.9787223
-73.97226167,40.79645333,0.97974986
-73.96766833,40.80002167,0.9944825
-73.949095,40.79414667,0.992085
-73.96059167,40.797535,0.9847032
-73.93322,40.795155,0.9847976
-73.94806167,40.78681,0.9875165
-73.899135,40.81350667,0.9856931
-73.90962667,40.84315667,0.98420197
-73.95757833,40.76121,0.9887802
-73.91770833,40.83735333,0.98888046
-73.98724667,40.77075833,0.98962355
-73.87953667,40.80615167,0.9918875
-73.97206,40.765805,0.99027675
-73.9024,40.83370667,0.9924361
-73.95461833,40.79562833,0.9878277
-73.90329667,40.811215,0.9911566
-73.93413833,40.79555833,0.9897521
-73.90040833,40.81547667,0.9909072
-73.95488,40.80417,0.9907825
-73.92372,40.84413333,0.99169147
-73.895605,40.80892667,0.9927615
-73.95195833,40.7693,0.9890499
-73.92564667,40.84142667,0.9868703
-73.942635,40.79075333,0.99544567
-73.92131667,40.83194167,0.9951761
-73.98715333,40.77091833,0.98955864
-73.89874,40.81051333,0.9817549
-73.897585,40.81975,0.9911464
-73.90627,40.843665,0.99052095
-73.970495,40.767875,0.9836424
-73.941085,40.79014833,0.98447114
-73.97013333,40.79409667,0.9844605
-73.88117167,40.80541333,0.9924435
-73.91002833,40.84028333,0.99292964
-73.88944167,40.80749333,0.9955109
-73.95901667,40.75951,0.98349345
-73.90356167,40.817495,0.99003917
-73.96688667,40.807605,0.98909044
-73.97541167,40.786255,0.9821839
-73.912915,40.835245,0.99000925
-73.89614833,40.81892,0.9898294
-73.95433333,40.78149167,0.9892351
-73.92512667,40.84229167,0.98897886
-73.90222167,40.80517667,0.9871532
-73.917745,40.83730333,0.98771024
-73.95701833,40.76218833,0.985011
-73.91789333,40.83208833,0.99218255
-73.956985,40.76223,0.9844682
-73.96148333,40.75945667,0.9805236
-73.90956,40.84112667,0.9865321
-73.94763167,40.7854,0.99206364
-73.97201333,40.765855,0.98849964
-73.95799667,40.76086,0.9833567
-73.96383333,40.76041333,0.99046046
-73.88087333,40.80545833,0.9910854
-73.98283833,40.782095,0.990731
-73.94646,40.785155,0.9965821
-73.90953333,40.84341,0.9866761
-73.969145,40.793605,0.9856067
-73.94900333,40.79004833,0.9887778
-73.95807667,40.80547333,0.99425
-73.98504833,40.780215,0.9886462
-73.89324667,40.84277667,0.9867938
-73.95255667,40.786845,0.9882009
-73.95508,40.79237667,0.9930499
-73.92208333,40.841025,0.9965709
-73.892235,40.842125,0.98564327
-73.88972167,40.80855,0.9946104
-73.958945,40.75958833,0.9915596
-73.96860667,40.76490833,0.98930126
-73.95697833,40.81226,0.98737967
-73.971345,40.76693167,0.98928916
-73.88797,40.82323333,0.98544955
-73.97463167,40.79340167,0.9884674
-73.946495,40.785135,0.9965821
-73.95584,40.79158,0.98157614
-73.91757833,40.84419667,0.987554
-73.90011833,40.81484833,0.9844837
-73.97195667,40.76595333,0.9873879
-73.97126833,40.767035,0.9898853
-73.93475833,40.7991,0.98854244
-73.96877667,40.76495667,0.9911913
-73.94826333,40.79514333,0.99255145
-73.971365,40.79778667,0.98764175
-73.95539167,40.79191833,0.9858903
-73.95947,40.7742,0.9896393
-73.96063833,40.772585,0.98458576
-73.903525,40.80943333,0.99128664
-73.971035,40.76733,0.98793775
-73.90302833,40.80945167,0.9912075
-73.957995,40.78214667,0.9854904
-73.949355,40.79019833,0.99177545
-73.95730833,40.81173833,0.98634464
-73.95949333,40.77413167,0.9893381
-73.97253333,40.79134,0.98779106
-73.970795,40.76757167,0.9866445
-73.964165,40.80805833,0.9899751
-73.952775,40.774125,0.9886803
-73.96780333,40.800805,0.9947374
-73.94580833,40.77790333,0.98731035
-73.960155,40.77318667,0.98556954
-73.95950833,40.77407667,0.9893381
-73.90968333,40.842745,0.98633325
-73.89594667,40.80889833,0.9937899
-73.93151,40.79741333,0.99251103
-73.96144,40.797755,0.9881695
-73.95109333,40.79770167,0.9843445
-73.95569667,40.79168167,0.9851023
-73.96358167,40.80831,0.9882399
-73.91739333,40.84411,0.9908674
-73.96988833,40.79453667,0.9845306
-73.879635,40.80643333,0.99775696
-73.96904,40.79355167,0.98513514
-73.983515,40.775965,0.9846933
-73.91753833,40.84416833,0.9887338
-73.95755667,40.76125333,0.98630095
-73.98553167,40.78030667,0.9845938
-73.94354333,40.78470667,0.9907313
-73.92570833,40.84131333,0.99175
-73.97783167,40.78652,0.9850748
-73.95793167,40.80602167,0.99108475
-73.972215,40.765515,0.9911504
-73.97948333,40.79043667,0.982246
-73.90565167,40.84361667,0.9892965
-73.89642,40.81940667,0.99026567
-73.972105,40.76878333,0.9843325
-73.92396833,40.84403833,0.9852283
-73.97109,40.76729167,0.98695934
-73.90371167,40.80930667,0.99022007
-73.95429833,40.81096833,0.99210334
-73.90236333,40.83376333,0.9915954
-73.89312667,40.84268,0.98599607
-73.95801667,40.81085833,0.9864849
-73.94812,40.806325,0.9878471
-73.90793333,40.80256,0.9900187
-73.94937833,40.77346333,0.9827155
-73.98492333,40.78015333,0.9879207
-73.970135,40.794275,0.98263633
-73.89464833,40.809025,0.990736
-73.899735,40.81426333,0.9879872
-73.90311167,40.809555,0.98785263
-73.96292,40.809115,0.9890441
-73.95783,40.78233333,0.9860184
-73.88759333,40.806415,0.9948229
-73.96336167,40.80860333,0.98730254
-73.95013333,40.81740667,0.98316455
-73.954585,40.79564833,0.9898098
-73.903075,40.817455,0.98696226
-73.95623667,40.79130833,0.9831314
-73.91732667,40.84535833,0.99738896
-73.90507833,40.84362,0.98428017
-73.951195,40.77346667,0.98941076
-73.90236167,40.81729167,0.9869626
-73.96040833,40.80168167,0.99239576
-73.944875,40.78727667,0.9919488
-73.98692,40.77126667,0.9928649
-73.94251333,40.78649167,0.984686
-73.95009667,40.79031333,0.998083
-73.884795,40.804875,0.9949864
-73.95473333,40.82247167,1.0024804
-73.947025,40.78921333,0.9902739
-73.94809667,40.78557667,0.99572587
-73.95631167,40.80473,0.998262
-73.906315,40.81544167,1.0011353
-73.906095,40.84464833,0.9960029
-73.98854333,40.76914833,0.9959992
-73.95643167,40.82298167,0.99250543
-73.96454833,40.799075,0.9959942
-73.95014667,40.77375167,0.99287564
-73.90134833,40.83540667,1.0036256
-73.89738667,40.80789833,0.9954081
-73.91745,40.845115,0.99807715
-73.904615,40.80801667,0.99224377
-73.91316,40.827285,0.99802744
-73.914005,40.83562167,0.99756855
-73.91233667,40.82942333,0.9927177
-73.96472333,40.79915667,0.99404633
-73.91226833,40.82940167,0.994617
-73.91735333,40.83290167,0.9983529
-73.953495,40.81755667,0.9964869
-73.90972167,40.82632333,0.99498653
-73.95696333,40.77681833,0.9976055
-73.91689667,40.80412167,0.994308
-73.894685,40.84391667,0.9953741
-73.91581333,40.83496167,0.9894466
-73.89158833,40.82145833,1.0030686
-73.91717,40.83334167,0.99508625
-73.93579667,40.79961667,0.9983772
-73.909525,40.82669667,1.0027801
-73.925235,40.826975,1.0004052
-73.90352,40.81751,0.99166155
-73.91058667,40.83936333,0.99486107
-73.92255,40.82338833,1.003416
-73.95286,40.818075,0.99463844
-73.9122,40.84474833,1.0005409
-73.903805,40.81188,0.99907124
-73.92686333,40.83529333,1.0025563
-73.90882667,40.843765,1.0005459
-73.99138833,40.77586333,0.99607605
-73.962415,40.80243333,0.9898875
-73.893215,40.84425667,0.992743
-73.89811667,40.81923333,0.9964928
-73.89667833,40.84407833,0.9966526
-73.92572833,40.84127,0.99228287
-73.89257667,40.84387167,0.99322206
-73.95827667,40.774705,0.9978823
-73.93841,40.80229333,1.0007579
-73.96528333,40.79930667,0.9920773
-73.94929167,40.79698333,0.9967555
-73.88392667,40.81553333,0.9990653
-73.89794333,40.83639,1.0005962
-73.896715,40.80842,0.9966221
-73.98891833,40.76938833,1.0002078
-73.90439333,40.808115,0.9923712
-73.91538833,40.83536667,1.0015118
-73.97155833,40.766505,0.9943806
-73.95496167,40.77345667,0.99412084
-73.94806667,40.79310667,0.99830365
-73.97364167,40.79474167,0.99723303
-73.95694833,40.80499,0.9954497
-73.90419833,40.81585833,0.9938962
-73.92742833,40.83408,0.99865067
-73.91715167,40.844005,0.9936451
-73.957195,40.82223833,1.0030082
-73.90078,40.8415,1.002607
-73.95710667,40.80716333,0.99255186
-73.95403167,40.77551333,0.99682146
-73.91676667,40.80406833,0.99516404
-73.89541,40.81758333,0.99230945
-73.894235,40.80907833,0.9907799
-73.90390667,40.80835167,0.9971679
-73.89524667,40.81734,0.99355465
-73.95109833,40.78876833,0.9968453
-73.891595,40.82153167,1.002321
-73.95975,40.801385,0.99248046
-73.94890167,40.80167,1.0032023
-73.96678333,40.80389833,1.0044255
-73.93246333,40.79813333,0.9981449
-73.964275,40.76059167,0.9916501
-73.97178833,40.76615667,0.9909746
-73.95899333,40.809555,0.99277085
-73.91556667,40.83522167,0.9947905
-73.961635,40.79784833,0.99252254
-73.94739333,40.78528667,0.99507153
-73.95279,40.77490333,0.9953384
-73.919065,40.84354333,0.9898294
-73.92630833,40.834865,0.99241143
-73.95199333,40.81882333,0.99378985
-73.93536833,40.80039333,0.9891417
-73.89158333,40.821185,0.99956137
-73.96228333,40.79816,0.99454254
-73.947745,40.79293,0.99806476
-73.89792833,40.81943,0.99314994
-73.87980333,40.80564167,0.993733
-73.95477667,40.78076833,1.0006317
-73.956035,40.77378667,0.9915697
-73.93538667,40.80095333,0.9959873
-73.92721,40.834035,0.99623406
-73.95703667,40.7632,1.0025469
-73.95860333,40.76001667,0.9962485
-73.962185,40.80231667,0.9894024
-73.95936,40.77446667,0.9994606
-73.91331167,40.82978,0.99964625
-73.895245,40.84396167,0.99934
-73.90502167,40.84424,0.9954651
-73.96481667,40.799195,0.9947647
-73.92139333,40.83182,0.995571
-73.91755,40.84626833,1.0000414
-73.88854167,40.806315,1.0043339
-73.95483667,40.794275,0.99627924
-73.98883667,40.769325,0.9962598
-73.94841667,40.78615167,1.0033259
-73.91302167,40.83857333,1.005914
-73.95843667,40.76429833,1.001449
-73.89597667,40.84400167,1.0016847
-73.90328,40.8087,0.9933307
-73.90519333,40.80768,0.997082
-73.93185,40.79783833,0.9970645
-73.88334667,40.81329,1.0001533
-73.98191333,40.78349667,0.99837965
-73.95489333,40.773545,0.9936027
-73.96964,40.76536333,0.9987946
-73.959795,40.80140333,0.99248046
-73.91729,40.84560167,0.9942986
-73.92724333,40.83541667,0.9997735
-73.89827833,40.81907833,1.0001962
-73.91718167,40.83325167,0.9939874
-73.91836667,40.844505,0.9895151
-73.88595,40.80504,1.0051312
-73.91238,40.83506167,0.9962133
-73.91654667,40.84372,0.99585843
-73.953765,40.79819333,1.0009785
-73.96897,40.76510667,0.9914539
-73.98839833,40.76930833,0.995727
-73.9536,40.80364333,1.0086428
-73.89359333,40.84446,0.9956627
-73.92751833,40.83859333,0.9986234
-73.88758833,40.82077167,0.9969558
-73.95790833,40.774565,0.9933138
-73.94574333,40.78616,0.9959836
-73.90973,40.840805,0.99234277
-73.89895667,40.83655833,0.9951217
-73.948925,40.79436,0.9964829
-73.89852833,40.81886667,0.9948504
-73.89892167,40.81846333,0.99834
-73.894965,40.80901833,0.98694605
-73.95905167,40.81632333,0.9951919
-73.988065,40.76966,0.9965696
-73.95814667,40.77465667,0.9953642
-73.95968167,40.80942667,0.9909614
-73.95230333,40.774715,0.9930786
-73.87966833,40.80660333,0.9946577
-73.96921333,40.76518667,0.9930157
-73.98791333,40.76985833,0.99371946
-73.887645,40.82072333,1.0004153
-73.92759667,40.82512667,0.99953866
-73.95475667,40.79444,1.0014832
-73.90928667,40.8438,0.99444395
-73.90280667,40.80849833,0.99380213
-73.896405,40.83876333,0.9992556
-73.943345,40.79105833,0.99829143
-73.89379667,40.809135,0.9988024
-73.92758167,40.83860333,0.9986234
-73.929355,40.82962667,1.0038959
-73.94887667,40.79442333,0.9921034
-73.95904833,40.78071333,0.99190325
-73.95209833,40.77465167,0.9960746
-73.98273833,40.78222,0.99259347
-73.98848167,40.769195,0.9959799
-73.95282333,40.81810833,0.99463844
-73.92761833,40.82505333,1.0004598
-73.90984333,40.826115,0.9920519
-73.98481667,40.77417667,0.9964119
-73.88612167,40.805795,1.0002339
-73.89464333,40.81779333,1.0010215
-73.954065,40.79587667,0.99512917
-73.94844833,40.79487333,0.99598294
-73.95912167,40.80943333,0.99425715
-73.96473333,40.80831333,0.9927997
-73.93796167,40.80208333,0.99786144
-73.94821333,40.795215,0.9958648
-73.95698167,40.81402333,1.0038677
-73.98765833,40.770145,0.9934168
-73.95334333,40.77503167,0.9934324
-73.89783167,40.83627167,1.0023255
-73.95161833,40.76979667,0.9949976
-73.88209833,40.8127,0.99561274
-73.911355,40.83470833,0.9992461
-73.90652333,40.84469167,0.9986415
-73.96174333,40.81029833,0.9946617
-73.954845,40.79424833,0.9965395
-73.93846833,40.85229167,1.0124439
-73.93244833,40.79610667,0.9878588
-73.91649,40.834185,0.99999845
-73.95451,40.80401333,0.9914324
-73.96290333,40.80265333,1.0000699
-73.95828167,40.76455833,0.996639
-73.895195,40.840695,0.9977252
-73.94478333,40.80008,0.99743664
-73.90266,40.83337667,0.9933928
-73.89440833,40.84419667,0.9940802
-73.90281667,40.808575,0.99246293
-73.95429333,40.76869333,0.9957784
-73.88908167,40.81861,1.0048878
-73.90456667,40.81534,0.99755526
-73.95658667,40.762765,0.99265444
-73.898605,40.81880333,0.99494153
-73.88737833,40.81410333,1.0000302
-73.98473833,40.774265,0.997761
-73.927855,40.82134,1.0026201
-73.9097,40.84086667,0.9916538
-73.984385,40.774745,0.9966129
-73.957215,40.814255,1.0015687
-73.964235,40.79894167,1.0006729
-73.91369,40.82690167,1.0048965
-73.953395,40.82254333,1.0072902
-73.95733167,40.77728833,1.0010803
-73.91549333,40.80421833,1.0058106
-73.880915,40.81152667,1.0006862
-73.91990833,40.83434333,0.99753857
-73.92032667,40.833665,1.0007986
-73.91376333,40.82685167,1.0048965
-73.97042333,40.76511333,1.0018326
-73.94539667,40.79196833,1.0061517
-73.94658833,40.811645,1.0084323
-73.89910667,40.81815,1.0036975
-73.94311667,40.80235333,1.0040298
-73.96771833,40.801715,0.99722224
-73.91312333,40.83861167,0.9996352
-73.888585,40.823425,0.9978412
-73.92573667,40.82608167,1.0025408
-73.95396167,40.79502333,1.0052018
-73.925275,40.82094333,1.0050466
-73.88828333,40.814165,1.0078536
-73.90457167,40.81237833,1.0075872
-73.95648833,40.808055,1.0044541
-73.95703833,40.77775833,1.0035298
-73.91415667,40.81642667,1.002598
-73.88502167,40.81249667,1.0052193
-73.91440167,40.83907,1.0101745
-73.91688333,40.81158333,1.0113854
-73.95503667,40.768995,1.0019104
-73.89778667,40.80872333,0.9951764
-73.88768667,40.816435,1.0133358
-73.91684167,40.81832667,1.0189836
-73.928015,40.82156,1.0044016
-73.90333667,40.83239167,1.0065205
-73.956075,40.77899667,1.0036575
-73.92338333,40.82285333,1.0070891
-73.88873167,40.82591333,1.0086226
-73.95734167,40.822095,1.0021591
-73.94967,40.80212,1.0097052
-73.95110833,40.77415333,1.0022662
-73.916905,40.81819833,1.0105726
-73.92789,40.82876667,1.006864
-73.90241833,40.83191,1.0095605
-73.94677167,40.80067333,1.000494
-73.91132167,40.83815,1.0053979
-73.88640667,40.81517667,1.0060506
-73.88276167,40.80516833,1.00109
-73.970955,40.76449167,1.008736
-73.93840833,40.85323,1.0130084
-73.95042167,40.828105,1.0072428
-73.92029667,40.82235,1.0072014
-73.95137667,40.82775167,1.0047317
-73.89914,40.81825833,1.0037127
-73.94485333,40.79999167,0.99979734
-73.95094,40.77068333,1.0040647
-73.928,40.828835,1.0065895
-73.93497,40.85694833,1.0062647
-73.900165,40.84130833,1.0080485
-73.93549,40.799435,1.0007691
-73.94836,40.80914,1.0111142
-73.95611333,40.77655,1.0010955
-73.958805,40.81604167,1.001021
-73.95662833,40.76301,1.006377
-73.89142667,40.80950667,1.0017765
-73.91336167,40.81802,1.008794
-73.915845,40.84339167,1.0054582
-73.94817,40.80934833,1.0089407
-73.90655833,40.80691833,1.0017045
-73.90327333,40.83221833,1.0058748
-73.92103167,40.84225833,1.0080466
-73.91189833,40.82040167,1.0115238
-73.90588333,40.80402167,1.0041754
-73.90573167,40.826655,1.0086638
-73.96764,40.802315,1.0017918
-73.91044667,40.82497833,1.0050101
-73.89537667,40.810705,1.0020388
-73.91118,40.82158833,1.0074146
-73.90675333,40.83162167,1.0056353
-73.9144,40.81598167,1.0040033
-73.95602333,40.77648833,1.0007215
-73.95771833,40.82165333,1.0041201
-73.95971333,40.81915833,1.0109301
-73.93966333,40.80439,1.0076284
-73.91657,40.83409167,0.9982239
-73.88372333,40.814715,1.0079048
-73.92625333,40.82550667,1.0040064
-73.958745,40.77490333,1.0018784
-73.896195,40.812295,1.0085565
-73.90958667,40.81901,1.0055944
-73.95390833,40.81774,1.0041791
-73.94762833,40.80501833,1.0043403
-73.92711167,40.83684667,1.0117646
-73.950715,40.770995,1.0046096
-73.95317667,40.81086667,1.0045059
-73.95087,40.828295,1.005911
-73.95641667,40.80816,1.0069517
-73.90501167,40.81243,1.0085977
-73.91447333,40.83909667,1.0101745
-73.95641333,40.76700667,1.0037847
-73.94682833,40.79254,0.9994907
-73.90144833,40.83526833,1.002014
-73.93510667,40.856515,1.004986
-73.95026,40.82633333,1.011135
-73.96389833,40.803115,1.0020285
-73.92680833,40.820025,1.0107123
-73.949935,40.82212667,1.0065336
-73.94524667,40.791905,1.0032259
-73.95747833,40.81447167,1.0075446
-73.938315,40.85225667,1.008995
-73.886315,40.81508167,1.0045054
-73.90274667,40.80809,0.99766564
-73.94783333,40.80122333,0.998195
-73.91785333,40.82135,1.0089563
-73.90180167,40.82991833,1.0048047
-73.92715333,40.83694667,1.0102309
-73.90709,40.813395,1.0068517
-73.90569167,40.81255667,1.0076227
-73.94996833,40.77214333,1.0008563
-73.95628833,40.81817667,1.0076392
-73.94262,40.80300167,1.0074638
-73.885985,40.80516167,0.9988896
-73.95663667,40.80783667,1.002537
-73.89108,40.80955,1.0022538
-73.90856667,40.819325,1.000944
-73.95634833,40.80825667,1.0080447
-73.905805,40.80397833,1.0018812
-73.99316333,40.77099333,1.0041323
-73.91834667,40.83135333,1.009547
-73.88836667,40.81414167,1.0106332
-73.94795,40.8254,1.0101694
-73.94740833,40.80539333,1.0024617
-73.89838333,40.81538333,1.006836
-73.88806167,40.81696333,1.0105878
-73.92751,40.83609333,1.0114676
-73.92344167,40.82275167,1.0075608
-73.92994333,40.82993833,1.0023326
-73.892005,40.82039667,1.0085554
-73.958745,40.81598,1.0002526
-73.89825,40.817515,1.0049297
-73.8973,40.83765167,1.0054779
-73.907355,40.83061667,1.0054808
-73.99219333,40.77056833,0.999461
-73.890005,40.809575,1.0084779
-73.88873667,40.825195,1.0061262
-73.96696,40.80363167,1.005757
-73.94979667,40.77238,1.0011871
-73.967625,40.80240833,1.0019648
-73.91402,40.8267,1.0019464
-73.92663333,40.83859667,1.0034465
-73.889,40.80629333,1.0153437
-73.90162333,40.840655,1.0047387
-73.88382333,40.81513667,1.0059056
-73.95991167,40.81886667,0.99901646
-73.90819833,40.82002667,1.0071352
-73.92796333,40.82146167,1.0045091
-73.94582167,40.813665,1.0089552
-73.91688167,40.81824167,1.015762
-73.91344833,40.81805667,1.0066539
-73.91319,40.83864333,1.0068691
-73.90831333,40.81979333,1.0041667
-73.94402167,40.80110833,1.0049301
-73.91057667,40.82469667,1.009135
-73.96708833,40.80343833,1.0039309
-73.90664667,40.83186833,1.004659
-73.906675,40.80724,1.0038131
-73.95321333,40.82268,1.0094103
-73.95505833,40.768935,1.0018295
-73.903065,40.83277167,1.0039674
-73.910895,40.82208667,1.0066669
-73.92321333,40.8232,1.009695
-73.913715,40.819245,1.0137198
-73.92732,40.83648333,1.006409
-73.91877,40.83076167,1.0084556
-73.89753667,40.81623167,1.0051724
-73.91799833,40.82138167,1.0125337
-73.94412833,40.80097333,1.0067366
-73.88917833,40.806535,1.0060452
-73.90180333,40.84036333,1.0063956
-73.90721167,40.81302833,1.0070481
-73.88511833,40.804805,0.99771196
-73.91979,40.83454333,0.9972205
-73.926155,40.83864667,1.0048817
-73.95398833,40.79501,1.0029874
-73.94895833,40.80662333,1.00694
-73.89815667,40.81745333,1.0043743
-73.91352333,40.84501833,1.0111268
-73.88721,40.82098,1.0012424
-73.95652667,40.817855,1.0082263
-73.95433667,40.79483167,1.0073062
-73.957435,40.77713667,0.99998814
-73.90859833,40.81925333,1.0017613
-73.89488,40.81244,1.0016787
-73.96657,40.76173167,1.0085365
-73.94724833,40.82695167,1.0096667
-73.94679,40.78497667,1.0044107
-73.888435,40.8219,1.0084955
-73.95447667,40.82236,1.0022345
-73.95979833,40.81788667,1.0066991
-73.89967667,40.83744,1.0079195
-73.888725,40.82527167,1.004836
-73.92176167,40.84128667,1.001928
-73.949105,40.80174667,1.0049874
-73.91587667,40.84341333,1.0054582
-73.88858,40.82013167,1.0067021
-73.92720833,40.83858167,0.99991465
-73.9235,40.822655,1.0083755
-73.9024,40.83583,1.0034418
-73.94767833,40.804945,1.0045984
-73.95045333,40.82152833,1.010932
-73.91705833,40.81788167,1.0049608
-73.91444167,40.81590167,1.0040033
-73.989665,40.76961833,1.0112652
-73.9277,40.83799667,1.0119298
-73.88897,40.82614,1.007148
-73.90213833,40.83855167,1.0099765
-73.97289833,40.76470333,1.0151572
-73.93567,40.85557833,1.0187091
-73.92505,40.82728667,1.0107498
-73.9076,40.82537,1.0143342
-73.95227333,40.8224,1.017696
-73.92109333,40.84207833,1.0094584
-73.90787,40.82969667,1.0159098
